display_name,person_database_id,internal_person_id,expected_club_database_id,expected_club_name,sample_group,reference_kind,reference_value,reference_offset,is_identity,previous_zero_run_distance,next_zero_run_distance,previous_reference_distance,next_reference_distance,signature_hash,structural_signature,context_hex
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324754,False,-1,-1,45,41,BFBD44E22A8625B5,"I|B|S|I|S|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|L|B|L|L|L|L|L|L|L|S|L|L|L|S|B|I|",6600610065006C0000000100C4000000D6D600005DE0500000050000004D006100740065006F0000000100C4000000D7D60000E0BA8600000A00000050006500640072006F0020004C0075006900730000000100C4000000D8D6000056E05000000C00000041006E0064007200E900730020004A0065007300FA00730000000100C4000000D9D60000DFBA8600000A0000004A006F007300E90020004D0061007200ED00610000000100C4000000DAD60000E8DF5000000600000041006E00670065006C006F0000000100C4000000DBD60000E7DF500000090000004700690061006E006300610072006C006F0000000100C4000000DCD60000E6DF5000000B0000004A00750061006E0020004D00610072007400ED006E0000000100C4000000DDD6000055E0500000090000004500750072006F00200049007600E1006E0000000100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E000000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x0032477D,False,-1,-1,41,33,72F609D46C9B35E2,"I|I|B|S|I|S|L|L|L|L|L|L|REF|L|L|I|I|I|I|B|L|L|L|L|L|L|L|L|L|L|S|L|L|I|I|I|",0100C4000000D7D60000E0BA8600000A00000050006500640072006F0020004C0075006900730000000100C4000000D8D6000056E05000000C00000041006E0064007200E900730020004A0065007300FA00730000000100C4000000D9D60000DFBA8600000A0000004A006F007300E90020004D0061007200ED00610000000100C4000000DAD60000E8DF5000000600000041006E00670065006C006F0000000100C4000000DBD60000E7DF500000090000004700690061006E006300610072006C006F0000000100C4000000DCD60000E6DF5000000B0000004A00750061006E0020004D00610072007400ED006E0000000100C4000000DDD6000055E0500000090000004500750072006F00200049007600E1006E0000000100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x0032479E,False,-1,-1,33,39,0DBC10ED298B355D,"I|I|I|I|B|S|I|S|L|L|L|L|REF|L|L|I|I|I|I|I|I|I|B|S|I|S|L|L|L|L|L|S|L|L|L|S|",75006900730000000100C4000000D8D6000056E05000000C00000041006E0064007200E900730020004A0065007300FA00730000000100C4000000D9D60000DFBA8600000A0000004A006F007300E90020004D0061007200ED00610000000100C4000000DAD60000E8DF5000000600000041006E00670065006C006F0000000100C4000000DBD60000E7DF500000090000004700690061006E006300610072006C006F0000000100C4000000DCD60000E6DF5000000B0000004A00750061006E0020004D00610072007400ED006E0000000100C4000000DDD6000055E0500000090000004500750072006F00200049007600E1006E0000000100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DE
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x003247C5,False,-1,-1,39,43,7E4FCD279ABA6174,"I|B|L|L|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|I|I|B|S|I|S|L|L|L|L|S|L|L|L|S|",20004A0065007300FA00730000000100C4000000D9D60000DFBA8600000A0000004A006F007300E90020004D0061007200ED00610000000100C4000000DAD60000E8DF5000000600000041006E00670065006C006F0000000100C4000000DBD60000E7DF500000090000004700690061006E006300610072006C006F0000000100C4000000DCD60000E6DF5000000B0000004A00750061006E0020004D00610072007400ED006E0000000100C4000000DDD6000055E0500000090000004500750072006F00200049007600E1006E0000000100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E000000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x003247F0,False,-1,-1,43,39,D66DBE94750C3020,"B|L|L|L|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|I|B|S|I|S|L|L|L|L|L|L|S|L|L|L|",4D0061007200ED00610000000100C4000000DAD60000E8DF5000000600000041006E00670065006C006F0000000100C4000000DBD60000E7DF500000090000004700690061006E006300610072006C006F0000000100C4000000DCD60000E6DF5000000B0000004A00750061006E0020004D00610072007400ED006E0000000100C4000000DDD6000055E0500000090000004500750072006F00200049007600E1006E0000000100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF50
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324817,False,-1,-1,39,47,A349D54B3012D794,"L|B|L|L|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|I|I|I|B|S|I|S|L|L|L|L|L|L|L|L|",6C006F0000000100C4000000DBD60000E7DF500000090000004700690061006E006300610072006C006F0000000100C4000000DCD60000E6DF5000000B0000004A00750061006E0020004D00610072007400ED006E0000000100C4000000DDD6000055E0500000090000004500750072006F00200049007600E1006E0000000100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324846,False,-1,-1,47,49,556B97A128F9152F,"L|L|L|L|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|I|L|B|L|L|L|L|L|L|L|S|L|L|L|S|",C4000000DCD60000E6DF5000000B0000004A00750061006E0020004D00610072007400ED006E0000000100C4000000DDD6000055E0500000090000004500750072006F00200049007600E1006E0000000100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324877,False,-1,-1,49,33,4DDE9B3C981D9624,"B|S|I|S|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|B|L|L|L|L|L|L|L|L|S|L|L|I|I|I|I|I|",000055E0500000090000004500750072006F00200049007600E1006E0000000100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E006900650072000000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324898,False,-1,-1,33,31,8D71F23B9FD861CD,"I|I|I|I|B|S|I|S|L|L|L|L|REF|L|L|I|I|I|I|I|B|S|I|S|L|L|L|L|L|L|L|L|S|L|L|I|",C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A00
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x003248B7,False,-1,-1,31,49,9FFF26FE76857FED,"I|I|I|B|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|I|L|B|L|L|L|L|L|L|L|L|L|S|L|L|",6C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF5000000900000047007500
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x003248E8,False,-1,-1,49,41,FB24A096EEAA36B6,"B|S|I|S|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|B|L|L|L|L|L|L|L|L|S|L|L|I|I|L|",20004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F00
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324911,False,-1,-1,41,31,C0D25A194A2BFC01,"I|I|B|S|I|S|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|B|S|I|S|L|L|L|L|L|L|S|L|L|I|I|I|",6400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E006100
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324930,False,-1,-1,31,41,414B7677A74C3DB8,"I|I|I|B|L|L|L|L|L|L|L|L|REF|L|L|I|I|L|I|I|I|B|L|L|L|L|L|L|L|L|L|S|L|L|I|I|",69006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324959,False,-1,-1,41,35,D789FFFE70BAAC21,"I|I|B|S|I|S|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|B|S|I|S|L|L|L|L|L|L|S|L|L|I|I|",41006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF50000006000000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x0032497C,False,-1,-1,35,41,5DF9C0CAC0DA97B8,"I|I|B|L|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|B|L|L|L|L|L|L|L|L|L|L|S|L|L|I|",6F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x003249A5,False,-1,-1,41,39,525B7F7F4B6489F5,"I|I|B|S|I|S|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|I|B|S|I|S|L|L|L|S|L|L|L|S|B|L|",65006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F00
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x003249CC,False,-1,-1,39,35,D5080B90B15F16FC,"I|B|L|L|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|B|S|I|S|L|L|L|L|L|L|L|S|L|L|I|",20004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E150000005000000480065006400650072000000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x003249EF,False,-1,-1,35,45,4394FAE3DEB5565E,"I|I|B|L|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|I|B|L|L|L|L|L|L|L|L|L|L|L|L|S|",6E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C400
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324A1C,False,-1,-1,45,47,EB801A61B1B9054B,"I|B|S|I|S|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|I|I|I|B|S|I|S|L|L|L|L|S|L|L|I|",6F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF5000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324A4B,False,-1,-1,47,33,D8B31CCFCFDE727E,"L|L|L|L|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|L|B|L|L|L|L|L|L|L|L|S|L|L|L|S|B|I|I|",0100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF500000070000004A006F00620061006E006E00790000000100C4000000F3D600002FDF500000060000004800E900630074
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324A6C,False,-1,-1,33,37,30FE2467EA054EA4,"I|I|I|I|B|S|I|S|L|L|L|L|REF|L|L|I|I|I|I|I|B|L|L|L|L|L|L|L|S|L|L|L|S|B|I|I|",00000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF500000070000004A006F00620061006E006E00790000000100C4000000F3D600002FDF500000060000004800E900630074006F00720000000100C4000000F4D6000030DF5000000C00000044006F006D0069
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324A91,False,-1,-1,37,33,B4893FEF589317D2,"I|I|I|B|S|I|S|L|L|L|L|L|REF|L|L|I|I|I|I|B|L|L|L|L|L|L|L|L|S|L|L|I|I|I|I|I|",6E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF500000070000004A006F00620061006E006E00790000000100C4000000F3D600002FDF500000060000004800E900630074006F00720000000100C4000000F4D6000030DF5000000C00000044006F006D0069006E0067006F0020004A006F007300E90000000100C4000000F5D6000031DF5000000B0000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324AB2,False,-1,-1,33,31,75C487368BE0FFC5,"I|I|I|I|B|S|I|S|L|L|L|L|REF|L|L|I|I|I|I|I|B|S|I|S|L|L|S|L|L|L|S|B|I|I|I|B|",7300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF500000070000004A006F00620061006E006E00790000000100C4000000F3D600002FDF500000060000004800E900630074006F00720000000100C4000000F4D6000030DF5000000C00000044006F006D0069006E0067006F0020004A006F007300E90000000100C4000000F5D6000031DF5000000B0000004D006100720063006F00730020004A006F007300E90000000100C4000000F6D6
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324AD1,False,-1,-1,31,31,A716A7397F783F8B,"I|I|I|B|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|B|S|I|S|L|L|L|S|L|L|L|S|B|I|I|I|",D6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF500000070000004A006F00620061006E006E00790000000100C4000000F3D600002FDF500000060000004800E900630074006F00720000000100C4000000F4D6000030DF5000000C00000044006F006D0069006E0067006F0020004A006F007300E90000000100C4000000F5D6000031DF5000000B0000004D006100720063006F00730020004A006F007300E90000000100C4000000F6D6000034DF5000000D0000004A006F00720067006500200045006E0072006900
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324AF0,False,-1,-1,31,35,A2C5BC5507A6E933,"B|I|I|B|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|B|S|I|S|L|L|L|S|L|L|L|S|B|L|I|",00EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF500000070000004A006F00620061006E006E00790000000100C4000000F3D600002FDF500000060000004800E900630074006F00720000000100C4000000F4D6000030DF5000000C00000044006F006D0069006E0067006F0020004A006F007300E90000000100C4000000F5D6000031DF5000000B0000004D006100720063006F00730020004A006F007300E90000000100C4000000F6D6000034DF5000000D0000004A006F00720067006500200045006E007200690071007500650000000100C4000000F7D6000035DF5000000500000054006900
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,50176,0x00324B13,False,-1,-1,35,35,0772A67342A7710C,"I|I|B|L|L|L|L|L|L|L|L|L|REF|L|L|I|I|I|I|I|I|B|S|I|S|L|L|L|L|S|L|L|I|I|I|I|",000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF500000070000004A006F00620061006E006E00790000000100C4000000F3D600002FDF500000060000004800E900630074006F00720000000100C4000000F4D6000030DF5000000C00000044006F006D0069006E0067006F0020004A006F007300E90000000100C4000000F5D6000031DF5000000B0000004D006100720063006F00730020004A006F007300E90000000100C4000000F6D6000034DF5000000D0000004A006F00720067006500200045006E007200690071007500650000000100C4000000F7D6000035DF5000000500000054006900720073006F0000000100C4000000F8D60000D0E0500000050000004900730061006100
