display_name,person_database_id,internal_person_id,expected_club_database_id,expected_club_name,expected_club_save_index,reference_kind,reference_offset,data_type,club_value_offset,relative_offset,is_identity_occurrence,is_known_minus17,signature_hex
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094E9C6,1562,False,False,02030A00000000FE5E0200FC1B000000330000004C0000006D01D407040400000000000000000400
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094EA71,1733,False,False,0000000000000000020000FD1B00000033000000DD0200001E00D907040400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094EA71,1733,False,False,0000000000000000020000FD1B00000033000000DD0200001E00D907040400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094EBAD,2049,False,False,0203190000000095090200FE1B0000003300000030000000B400D60703040000000000000000B500
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094EBAD,2049,False,False,0203190000000095090200FE1B0000003300000030000000B400D60703040000000000000000B500
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094EBD5,2089,False,False,D3072D020AFF0000000001010161090033000000000000B500D3070000FE1B000037C78600025C12
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094EBD5,2089,False,False,D3072D020AFF0000000001010161090033000000000000B500D3070000FE1B000037C78600025C12
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094E412,-57,False,False,02030F000000009BDB8300F71B00000033000000D7010000F100D50705060000000000000000F300
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094E412,-57,False,False,02030F000000009BDB8300F71B00000033000000D7010000F100D50705060000000000000000F300
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094E43A,-17,False,True,D2072B0200FF0000000001010161180033000000000000F300D2070000F71B00002FC78600021A04
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094E43A,-17,False,True,D2072B0200FF0000000001010161180033000000000000F300D2070000F71B00002FC78600021A04
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094E547,252,False,False,02031900000000AA3C0000F81B000000330000002100000001006C07050400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094E547,252,False,False,02031900000000AA3C0000F81B000000330000002100000001006C07050400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094E56F,292,False,False,D107340200FF00000000010101613600330000000000000000D1070000F81B000031C7860001901A
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094E56F,292,False,False,D107340200FF00000000010101613600330000000000000000D1070000F81B000031C7860001901A
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094E5FB,432,False,False,00000000000000000C0000F91B00000033000000B10100001E00D807040400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094E5FB,432,False,False,00000000000000000C0000F91B00000033000000B10100001E00D807040400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094E727,732,False,False,02030F0000000064DB0100FA1B000000330000004B0000001E00D607040400000000000000000400
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094E727,732,False,False,02030F0000000064DB0100FA1B000000330000004B0000001E00D607040400000000000000000400
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094E891,1094,False,False,00000001FFFFFFFF030400FB1B00000033000000C50100006D01D407040000000000000000000B01
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094E891,1094,False,False,00000001FFFFFFFF030400FB1B00000033000000C50100006D01D407040000000000000000000B01
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094E9C6,1403,False,False,02030A00000000FE5E0200FC1B000000330000004C0000006D01D407040400000000000000000400
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094E9C6,1403,False,False,02030A00000000FE5E0200FC1B000000330000004C0000006D01D407040400000000000000000400
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094EA71,1574,False,False,0000000000000000020000FD1B00000033000000DD0200001E00D907040400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094EA71,1574,False,False,0000000000000000020000FD1B00000033000000DD0200001E00D907040400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094EBAD,1890,False,False,0203190000000095090200FE1B0000003300000030000000B400D60703040000000000000000B500
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094EBAD,1890,False,False,0203190000000095090200FE1B0000003300000030000000B400D60703040000000000000000B500
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT16,0x0094EBD5,1930,False,False,D3072D020AFF0000000001010161090033000000000000B500D3070000FE1B000037C78600025C12
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0094E44B,UINT32,0x0094EBD5,1930,False,False,D3072D020AFF0000000001010161090033000000000000B500D3070000FE1B000037C78600025C12
"Dimba",303048,50294,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0079B7ED,UINT16,0x0079B780,-109,False,False,10270000000000000000004500002B36330000000000000000000000000000000000000000000000
"Dimba",303048,50294,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0079B7ED,UINT32,0x0079B780,-109,False,False,10270000000000000000004500002B36330000000000000000000000000000000000000000000000
"Dimba",303048,50294,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0079B7ED,UINT16,0x0079B856,105,False,False,000020010001008C0A5000770300000033000000480C0000B400D607010400000000000000000400
"Dimba",303048,50294,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0079B7ED,UINT32,0x0079B856,105,False,False,000020010001008C0A5000770300000033000000480C0000B400D607010400000000000000000400
"Dimba",303048,50294,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0079B8A7,UINT16,0x0079B780,-295,False,False,10270000000000000000004500002B36330000000000000000000000000000000000000000000000
"Dimba",303048,50294,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0079B8A7,UINT32,0x0079B780,-295,False,False,10270000000000000000004500002B36330000000000000000000000000000000000000000000000
"Dimba",303048,50294,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0079B8A7,UINT16,0x0079B856,-81,False,False,000020010001008C0A5000770300000033000000480C0000B400D607010400000000000000000400
"Dimba",303048,50294,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x0079B8A7,UINT32,0x0079B856,-81,False,False,000020010001008C0A5000770300000033000000480C0000B400D607010400000000000000000400
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT16,0x0088490A,-1891,False,False,0203190000000003C10E00111100000030000000520000000701D507030400000000000000002501
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT32,0x0088490A,-1891,False,False,0203190000000003C10E00111100000030000000520000000701D507030400000000000000002501
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT16,0x0088493A,-1843,False,False,00000103010364003E020000010346003000000001611600300000000000002501D2070000111100
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT32,0x0088493A,-1843,False,False,00000103010364003E020000010346003000000001611600300000000000002501D2070000111100
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT16,0x00884942,-1835,False,False,3E020000010346003000000001611600300000000000002501D207000011110000FBE4040002B603
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT32,0x00884942,-1835,False,False,3E020000010346003000000001611600300000000000002501D207000011110000FBE4040002B603
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT16,0x00884F96,-215,False,False,0203190000000031880000171100000030000000390000001E00D507050600000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT32,0x00884F96,-215,False,False,0203190000000031880000171100000030000000390000001E00D507050600000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT16,0x00884FBE,-175,False,False,D1072D0200FF00000000010101613600300000000000000000D10700001711000005E5040002040E
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT32,0x00884FBE,-175,False,False,D1072D0200FF00000000010101613600300000000000000000D10700001711000005E5040002040E
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT16,0x008850DB,110,False,False,02030F0000000063CF0900181100000030000000C40000000300D707040400000000000000000400
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT32,0x008850DB,110,False,False,02030F0000000063CF0900181100000030000000C40000000300D707040400000000000000000400
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT16,0x00885218,427,False,False,02031900000000B0D10000191100000030000000390000001E00D507050600000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT32,0x00885218,427,False,False,02031900000000B0D10000191100000030000000390000001E00D507050600000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT16,0x00885240,467,False,False,D1072C0200FF00000000010101613600300000000000000000D10700001911000007E5040002B80B
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT32,0x00885240,467,False,False,D1072C0200FF00000000010101613600300000000000000000D10700001911000007E5040002B80B
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT16,0x00885A9E,2609,False,False,00102700000000000000000000000013300000000000000000000000000000000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0088506D,UINT32,0x00885A9E,2609,False,False,00102700000000000000000000000013300000000000000000000000000000000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT16,0x0088490A,-2066,False,False,0203190000000003C10E00111100000030000000520000000701D507030400000000000000002501
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT32,0x0088490A,-2066,False,False,0203190000000003C10E00111100000030000000520000000701D507030400000000000000002501
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT16,0x0088493A,-2018,False,False,00000103010364003E020000010346003000000001611600300000000000002501D2070000111100
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT32,0x0088493A,-2018,False,False,00000103010364003E020000010346003000000001611600300000000000002501D2070000111100
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT16,0x00884942,-2010,False,False,3E020000010346003000000001611600300000000000002501D207000011110000FBE4040002B603
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT32,0x00884942,-2010,False,False,3E020000010346003000000001611600300000000000002501D207000011110000FBE4040002B603
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT16,0x00884F96,-390,False,False,0203190000000031880000171100000030000000390000001E00D507050600000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT32,0x00884F96,-390,False,False,0203190000000031880000171100000030000000390000001E00D507050600000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT16,0x00884FBE,-350,False,False,D1072D0200FF00000000010101613600300000000000000000D10700001711000005E5040002040E
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT32,0x00884FBE,-350,False,False,D1072D0200FF00000000010101613600300000000000000000D10700001711000005E5040002040E
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT16,0x008850DB,-65,False,False,02030F0000000063CF0900181100000030000000C40000000300D707040400000000000000000400
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT32,0x008850DB,-65,False,False,02030F0000000063CF0900181100000030000000C40000000300D707040400000000000000000400
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT16,0x00885218,252,False,False,02031900000000B0D10000191100000030000000390000001E00D507050600000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT32,0x00885218,252,False,False,02031900000000B0D10000191100000030000000390000001E00D507050600000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT16,0x00885240,292,False,False,D1072C0200FF00000000010101613600300000000000000000D10700001911000007E5040002B80B
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT32,0x00885240,292,False,False,D1072C0200FF00000000010101613600300000000000000000D10700001911000007E5040002B80B
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT16,0x00885A9E,2434,False,False,00102700000000000000000000000013300000000000000000000000000000000000000000000000
"Dinélson",320774,51237,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x0088511C,UINT32,0x00885A9E,2434,False,False,00102700000000000000000000000013300000000000000000000000000000000000000000000000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x008CFEDD,UINT16,0x008CFF71,148,False,False,00000001FFFFFFFF020400EF1400000033000000970100006D01D407030400000000000000000B01
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x008CFEDD,UINT32,0x008CFF71,148,False,False,00000001FFFFFFFF020400EF1400000033000000970100006D01D407030400000000000000000B01
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x008CFEDD,UINT16,0x008CFFB1,212,False,False,0C020000016124003802000001610200330000000000003901D3070000EF1400003A5C320001B90B
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x008CFEDD,UINT32,0x008CFFB1,212,False,False,0C020000016124003802000001610200330000000000003901D3070000EF1400003A5C320001B90B
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x008CFEDD,UINT16,0x008D04CD,1520,False,False,0000000000000048140000F41400000033000000690300001E00D907040400000000000000000000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x008CFEDD,UINT32,0x008D04CD,1520,False,False,0000000000000048140000F41400000033000000690300001E00D907040400000000000000000000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x009AF359,UINT16,0x009AE69B,-3262,False,False,05050507000000000000006805000042330000FFFFFFFFAE00AB070042000000FFFFFFFF00000000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x009AF359,UINT16,0x009AE709,-3152,False,False,0E0A10040000000000000075310000A0330000FFFFFFFF4900B2070043000000FFFFFFFF00000000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x009AF359,UINT16,0x009AE777,-3042,False,False,09130C0E000000000000000131000098330000FFFFFFFFC900A1070043000000FFFFFFFF00000000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x009AF359,UINT16,0x009AE7E5,-2932,False,False,0D11050D00000000000000FF30000052330000FFFFFFFF0A00A7070043000000FFFFFFFF00000000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x009AF359,UINT16,0x009AE83A,-2847,False,False,0700005328000092F2F50504FFFFFFFF33001D00420209101009120B140000000000000090310000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x009AF359,UINT16,0x009AE8C1,-2712,False,False,0B0E130E0000000000000082310000CF330000FFFFFFFFE900A1070044000000FFFFFFFF00000000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x009AF359,UINT16,0x009AE92F,-2602,False,False,060F12040000000000000082310000DC330000FFFFFFFF4D00AB070044000000FFFFFFFF00000000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x009AF359,UINT16,0x009AEAE3,-2166,False,False,040C040404080E11000000000000000F33000098350000FFFFFFFF2F00AE070046000000FFFFFFFF
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x009AF359,UINT16,0x009AF444,235,False,False,006F280000AEF2F50504FFFFFFFF0B003300D3000E090B0A09111300000000000000053900007F3A
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x009AF359,UINT16,0x009B0204,3755,False,False,008F280000CEF2F50504FFFFFFFF1B003300B00409030F11111303000000000000004D4500004B43
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x00A9AF0A,UINT16,0x00A9B331,1063,False,False,00008B0B0000152E000000FA0C000064330000004E0D0000A8330000004F0D0000A639000000DC0E
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x00A9AF0A,UINT32,0x00A9B331,1063,False,False,00008B0B0000152E000000FA0C000064330000004E0D0000A8330000004F0D0000A639000000DC0E
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x00A9AF0A,UINT16,0x00A9B33A,1072,False,False,0000FA0C000064330000004E0D0000A8330000004F0D0000A639000000DC0E0000C839000000D00E
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x00A9AF0A,UINT32,0x00A9B33A,1072,False,False,0000FA0C000064330000004E0D0000A8330000004F0D0000A639000000DC0E0000C839000000D00E
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x008CFFC2,UINT16,0x008CFF71,-81,False,False,00000001FFFFFFFF020400EF1400000033000000970100006D01D407030400000000000000000B01
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x008CFFC2,UINT32,0x008CFF71,-81,False,False,00000001FFFFFFFF020400EF1400000033000000970100006D01D407030400000000000000000B01
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x008CFFC2,UINT16,0x008CFFB1,-17,False,True,0C020000016124003802000001610200330000000000003901D3070000EF1400003A5C320001B90B
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x008CFFC2,UINT32,0x008CFFB1,-17,False,True,0C020000016124003802000001610200330000000000003901D3070000EF1400003A5C320001B90B
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x008CFFC2,UINT16,0x008D04CD,1291,False,False,0000000000000048140000F41400000033000000690300001E00D907040400000000000000000000
"Douglas Silva",3300410,10349,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x008CFFC2,UINT32,0x008D04CD,1291,False,False,0000000000000048140000F41400000033000000690300001E00D907040400000000000000000000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x00023B21,UINT16,0x000241F8,1751,False,False,00A1920100000423DB89C06F12754100300000001900000000000000FF000000AC040000A2920100
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x00023B21,UINT32,0x000241F8,1751,False,False,00A1920100000423DB89C06F12754100300000001900000000000000FF000000AC040000A2920100
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0005D79F,UINT16,0x0005D745,-90,False,False,C204C20000001500000000000000FFCA3000E11E000064BA50000004A24550C164BB98C203C20000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0005D7E5,UINT16,0x0005D745,-160,False,False,C204C20000001500000000000000FFCA3000E11E000064BA50000004A24550C164BB98C203C20000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0005D808,UINT16,0x0005D745,-195,False,False,C204C20000001500000000000000FFCA3000E11E000064BA50000004A24550C164BB98C203C20000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0005D82B,UINT16,0x0005D745,-230,False,False,C204C20000001500000000000000FFCA3000E11E000064BA50000004A24550C164BB98C203C20000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0005D84E,UINT16,0x0005D745,-265,False,False,C204C20000001500000000000000FFCA3000E11E000064BA50000004A24550C164BB98C203C20000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0008B21C,UINT16,0x0008B780,1380,False,False,C201BE0000001500000000000000FF853000EA3300001EBC86000000D94E0CC22B0790C201BE0000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0008B262,UINT16,0x0008B780,1310,False,False,C201BE0000001500000000000000FF853000EA3300001EBC86000000D94E0CC22B0790C201BE0000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0008B285,UINT16,0x0008B780,1275,False,False,C201BE0000001500000000000000FF853000EA3300001EBC86000000D94E0CC22B0790C201BE0000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0008B2A8,UINT16,0x0008B780,1240,False,False,C201BE0000001500000000000000FF853000EA3300001EBC86000000D94E0CC22B0790C201BE0000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0008B2EE,UINT16,0x0008B780,1170,False,False,C201BE0000001500000000000000FF853000EA3300001EBC86000000D94E0CC22B0790C201BE0000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0009CB3C,UINT16,0x0009BF4B,-3057,False,False,560020004D00610069006E007A002000300035000000050000004D00610069006E007A00000003FF
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0009CB3C,UINT16,0x0009C055,-2791,False,False,53006300680061006C006B00650020003000340000000A00000053006300680061006C006B006500
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0009CB3C,UINT16,0x0009C06F,-2765,False,False,53006300680061006C006B006500200030003400000003FF7FD400FF7F015A01C07D5A0101D400FF
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0009CB3C,UINT16,0x0009CBDE,162,False,False,69007100750065002000310038003600300000000C0000004D0075006E0069007100750065002000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0009CB3C,UINT32,0x0009CBDE,162,False,False,69007100750065002000310038003600300000000C0000004D0075006E0069007100750065002000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0009CB3C,UINT16,0x0009CBFC,192,False,False,690071007500650020003100380036003000000002FF7F1F33FF7F0CC56E8C00C56E010276010000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0009CB3C,UINT32,0x0009CBFC,192,False,False,690071007500650020003100380036003000000002FF7F1F33FF7F0CC56E8C00C56E010276010000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x0009CB3C,UINT16,0x0009CEDD,929,False,False,6E0073006300680065006900640020003000390000000C000000570061007400740065006E007300
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x000A0216,UINT16,0x0009F899,-2429,False,False,0000FF00000000FF00000000040501B0300000961700008A5A00000900FFFFFFFF00DC1300000000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x000B5CDB,UINT16,0x000B5D68,141,False,False,00000002C07F0C30C07F000C30C07F0C3000015003000001010537005F0600000000000000000000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x000B5CDB,UINT16,0x000B606F,916,False,False,64006500720062006F0072006E002000300037000000090000005000610064006500720062006F00
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x000B5D91,UINT16,0x000B5D68,-41,False,False,00000002C07F0C30C07F000C30C07F0C3000015003000001010537005F0600000000000000000000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x000B5D91,UINT16,0x000B606F,734,False,False,64006500720062006F0072006E002000300037000000090000005000610064006500720062006F00
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x000B5E63,UINT16,0x000B5D68,-251,False,False,00000002C07F0C30C07F000C30C07F0C3000015003000001010537005F0600000000000000000000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x000B5E63,UINT16,0x000B606F,524,False,False,64006500720062006F0072006E002000300037000000090000005000610064006500720062006F00
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x000E7807,UINT16,0x000E7171,-1686,False,False,72006F006A006500630074002000340030002000530065006C0065006300740000000A0000005000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x000E7807,UINT16,0x000E7199,-1646,False,False,72006F006A006500630074002000340030000000020058FF7F005800FF7F0058FF7F000193070000
"Édson Araújo",308345,50176,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x000E7807,UINT32,0x000E7199,-1646,False,False,72006F006A006500630074002000340030000000020058FF7F005800FF7F0058FF7F000193070000
