display_name,person_database_id,internal_person_id,expected_club_database_id,expected_club_save_index,reference_kind,reference_offset,is_identity_occurrence,context_hex
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324212,False,0100C4000000B8D6000074E05000000D0000004A007500760065006E00630069006F0020004A006F007300E90000000100C4000000B9D6000073E05000000A0000004A006F0068006E0020004600720065006400790000000100C4000000BAD6000072E05000000E0000004E00E900730074006F007200200045006C00690073006D0069
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032423B,False,7300E90000000100C4000000B9D6000073E05000000A0000004A006F0068006E0020004600720065006400790000000100C4000000BAD6000072E05000000E0000004E00E900730074006F007200200045006C00690073006D006900720000000100C4000000BBD6000071E05000001100000041006E0074006F006E0069006F00200041
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032426C,False,C4000000BAD6000072E05000000E0000004E00E900730074006F007200200045006C00690073006D006900720000000100C4000000BBD6000071E05000001100000041006E0074006F006E0069006F00200041006C006500780061006E0064006500720000000100C4000000BCD6000070E05000000D0000004F00730063006100720020
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003242A3,False,000071E05000001100000041006E0074006F006E0069006F00200041006C006500780061006E0064006500720000000100C4000000BCD6000070E05000000D0000004F00730063006100720020004700650072006100720064006F0000000100C4000000BDD600006FE05000000D0000004300610072006C006F00730020004A00610076
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003242D2,False,0100C4000000BCD6000070E05000000D0000004F00730063006100720020004700650072006100720064006F0000000100C4000000BDD600006FE05000000D0000004300610072006C006F00730020004A006100760069006500720000000100C4000000BED600006EE05000000F000000570069006C006C00690061006D0020004F0072
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324301,False,0100C4000000BDD600006FE05000000D0000004300610072006C006F00730020004A006100760069006500720000000100C4000000BED600006EE05000000F000000570069006C006C00690061006D0020004F0072006C0061006E0064006F0000000100C4000000BFD600006DE050000007000000450072006E006500730074006F0000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324334,False,0000BED600006EE05000000F000000570069006C006C00690061006D0020004F0072006C0061006E0064006F0000000100C4000000BFD600006DE050000007000000450072006E006500730074006F0000000100C4000000C0D60000EFBA8600000B000000410072007400750072006F0020004A006F007300E90000000100C4000000C1
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324357,False,6C0061006E0064006F0000000100C4000000BFD600006DE050000007000000450072006E006500730074006F0000000100C4000000C0D60000EFBA8600000B000000410072007400750072006F0020004A006F007300E90000000100C4000000C1D600006BE05000000E000000440061006E00690065006C0020004E00690063006F006C
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324382,False,6F0000000100C4000000C0D60000EFBA8600000B000000410072007400750072006F0020004A006F007300E90000000100C4000000C1D600006BE05000000E000000440061006E00690065006C0020004E00690063006F006C00E100730000000100C4000000C2D600006AE05000000C0000004A006F007300E900200045007500670065
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003243B3,False,C4000000C1D600006BE05000000E000000440061006E00690065006C0020004E00690063006F006C00E100730000000100C4000000C2D600006AE05000000C0000004A006F007300E900200045007500670065006E0069006F0000000100C4000000C3D6000066E05000000C0000004700650072006100720064006F0020004A006F0073
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003243E0,False,00000100C4000000C2D600006AE05000000C0000004A006F007300E900200045007500670065006E0069006F0000000100C4000000C3D6000066E05000000C0000004700650072006100720064006F0020004A006F007300E90000000100C4000000C4D6000064E05000000F0000004F0072006C0061006E0064006F00200041006C0076
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032440D,False,00000100C4000000C3D6000066E05000000C0000004700650072006100720064006F0020004A006F007300E90000000100C4000000C4D6000064E05000000F0000004F0072006C0061006E0064006F00200041006C0076006500690072006F0000000100C4000000C5D6000063E05000000D00000047007200650067006F00720069006F
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324440,False,0000C4D6000064E05000000F0000004F0072006C0061006E0064006F00200041006C0076006500690072006F0000000100C4000000C5D6000063E05000000D00000047007200650067006F00720069006F0020004A006F007300E90000000100C4000000C6D6000062E050000005000000530061006D006900720000000100C4000000C7
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032446F,False,0100C4000000C5D6000063E05000000D00000047007200650067006F00720069006F0020004A006F007300E90000000100C4000000C6D6000062E050000005000000530061006D006900720000000100C4000000C7D60000EEBA8600000C0000004A006F007300E900200041006C0062006500720074006F0000000100C4000000C8D600
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032448E,False,69006F0020004A006F007300E90000000100C4000000C6D6000062E050000005000000530061006D006900720000000100C4000000C7D60000EEBA8600000C0000004A006F007300E900200041006C0062006500720074006F0000000100C4000000C8D6000009BB860000050000004A006F00680061006E0000000100C4000000C9D600
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003244BB,False,00000100C4000000C7D60000EEBA8600000C0000004A006F007300E900200041006C0062006500720074006F0000000100C4000000C8D6000009BB860000050000004A006F00680061006E0000000100C4000000C9D600000ABB860000070000004700750073007400610076006F0000000100C4000000CAD60000EADF50000006000000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003244DA,False,41006C0062006500720074006F0000000100C4000000C8D6000009BB860000050000004A006F00680061006E0000000100C4000000C9D600000ABB860000070000004700750073007400610076006F0000000100C4000000CAD60000EADF5000000600000041006E0064007200E900650000000100C4000000CBD600003CC10100000B00
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003244FD,False,4A006F00680061006E0000000100C4000000C9D600000ABB860000070000004700750073007400610076006F0000000100C4000000CAD60000EADF5000000600000041006E0064007200E900650000000100C4000000CBD600003CC10100000B0000005000610075006C0020004A006100760069006500720000000100C4000000CCD600
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032451E,False,750073007400610076006F0000000100C4000000CAD60000EADF5000000600000041006E0064007200E900650000000100C4000000CBD600003CC10100000B0000005000610075006C0020004A006100760069006500720000000100C4000000CCD600000DBB86000004000000440069006E006F0000000100C4000000CDD60000ECBA86
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324549,False,650000000100C4000000CBD600003CC10100000B0000005000610075006C0020004A006100760069006500720000000100C4000000CCD600000DBB86000004000000440069006E006F0000000100C4000000CDD60000ECBA8600000500000046006900640065006C0000000100C4000000CED6000010BB86000006000000410072007400
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324566,False,6C0020004A006100760069006500720000000100C4000000CCD600000DBB86000004000000440069006E006F0000000100C4000000CDD60000ECBA8600000500000046006900640065006C0000000100C4000000CED6000010BB86000006000000410072007400750072006F0000000100C4000000CFD60000E9BA8600000D0000004400
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324585,False,000004000000440069006E006F0000000100C4000000CDD60000ECBA8600000500000046006900640065006C0000000100C4000000CED6000010BB86000006000000410072007400750072006F0000000100C4000000CFD60000E9BA8600000D000000440069006F006E006E007900200041006E00670065006C00790000000100C40000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003245A6,False,000046006900640065006C0000000100C4000000CED6000010BB86000006000000410072007400750072006F0000000100C4000000CFD60000E9BA8600000D000000440069006F006E006E007900200041006E00670065006C00790000000100C4000000D0D6000012BB8600000B00000050006500640072006F0020004300E900730061
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003245D5,False,0100C4000000CFD60000E9BA8600000D000000440069006F006E006E007900200041006E00670065006C00790000000100C4000000D0D6000012BB8600000B00000050006500640072006F0020004300E90073006100720000000100C4000000D1D6000060E05000000D00000045006C00750069006400200041006C0062006500720074
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324600,False,790000000100C4000000D0D6000012BB8600000B00000050006500640072006F0020004300E90073006100720000000100C4000000D1D6000060E05000000D00000045006C00750069006400200041006C0062006500720074006F0000000100C4000000D2D600005FE0500000070000004E00690063006F006C00E100730000000100C4
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032462F,False,0100C4000000D1D6000060E05000000D00000045006C00750069006400200041006C0062006500720074006F0000000100C4000000D2D600005FE0500000070000004E00690063006F006C00E100730000000100C4000000D3D60000BEEE1600000B0000004C0075006900730020004D0069006700750065006C0000000100C4000000D4
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324652,False,62006500720074006F0000000100C4000000D2D600005FE0500000070000004E00690063006F006C00E100730000000100C4000000D3D60000BEEE1600000B0000004C0075006900730020004D0069006700750065006C0000000100C4000000D4D600005BED1600000E0000004700750073007400610076006F00200052006100660061
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032467D,False,730000000100C4000000D3D60000BEEE1600000B0000004C0075006900730020004D0069006700750065006C0000000100C4000000D4D600005BED1600000E0000004700750073007400610076006F002000520061006600610065006C0000000100C4000000D5D60000E2BA8600000E0000005200690063006800610072006400200052
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003246AE,False,C4000000D4D600005BED1600000E0000004700750073007400610076006F002000520061006600610065006C0000000100C4000000D5D60000E2BA8600000E00000052006900630068006100720064002000520061006600610065006C0000000100C4000000D6D600005DE0500000050000004D006100740065006F0000000100C40000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003246DF,False,C4000000D5D60000E2BA8600000E00000052006900630068006100720064002000520061006600610065006C0000000100C4000000D6D600005DE0500000050000004D006100740065006F0000000100C4000000D7D60000E0BA8600000A00000050006500640072006F0020004C0075006900730000000100C4000000D8D6000056E050
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003246FE,False,2000520061006600610065006C0000000100C4000000D6D600005DE0500000050000004D006100740065006F0000000100C4000000D7D60000E0BA8600000A00000050006500640072006F0020004C0075006900730000000100C4000000D8D6000056E05000000C00000041006E0064007200E900730020004A0065007300FA00730000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324727,False,65006F0000000100C4000000D7D60000E0BA8600000A00000050006500640072006F0020004C0075006900730000000100C4000000D8D6000056E05000000C00000041006E0064007200E900730020004A0065007300FA00730000000100C4000000D9D60000DFBA8600000A0000004A006F007300E90020004D0061007200ED00610000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324754,False,00000100C4000000D8D6000056E05000000C00000041006E0064007200E900730020004A0065007300FA00730000000100C4000000D9D60000DFBA8600000A0000004A006F007300E90020004D0061007200ED00610000000100C4000000DAD60000E8DF5000000600000041006E00670065006C006F0000000100C4000000DBD60000E7
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032477D,False,FA00730000000100C4000000D9D60000DFBA8600000A0000004A006F007300E90020004D0061007200ED00610000000100C4000000DAD60000E8DF5000000600000041006E00670065006C006F0000000100C4000000DBD60000E7DF500000090000004700690061006E006300610072006C006F0000000100C4000000DCD60000E6DF50
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032479E,False,20004D0061007200ED00610000000100C4000000DAD60000E8DF5000000600000041006E00670065006C006F0000000100C4000000DBD60000E7DF500000090000004700690061006E006300610072006C006F0000000100C4000000DCD60000E6DF5000000B0000004A00750061006E0020004D00610072007400ED006E0000000100C4
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003247C5,False,65006C006F0000000100C4000000DBD60000E7DF500000090000004700690061006E006300610072006C006F0000000100C4000000DCD60000E6DF5000000B0000004A00750061006E0020004D00610072007400ED006E0000000100C4000000DDD6000055E0500000090000004500750072006F00200049007600E1006E0000000100C4
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003247F0,False,6F0000000100C4000000DCD60000E6DF5000000B0000004A00750061006E0020004D00610072007400ED006E0000000100C4000000DDD6000055E0500000090000004500750072006F00200049007600E1006E0000000100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324817,False,7400ED006E0000000100C4000000DDD6000055E0500000090000004500750072006F00200049007600E1006E0000000100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324846,False,0100C4000000DED6000054E05000000D0000004A006F007300E9002000560061006C0065006E007400ED006E0000000100C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324877,False,C4000000DFD6000053E05000000E0000004A006F006C006600720065006400790020004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E0000004500
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324898,False,20004A0065007300FA00730000000100C4000000E0D6000052E05000000600000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C40000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003248B7,False,000046007200650064006400790000000100C4000000E1D60000DEBA8600000500000045006C006B0069006E0000000100C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003248E8,False,C4000000E2D6000013BB8600000E00000045006E0072006900710075006500200041006E0064007200E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA86
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324911,False,E900730000000100C4000000E3D60000E5DF5000000A0000004A006F0068006E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324930,False,6E0020004A006100690072006F0000000100C4000000E4D6000015BB860000050000004C0065006E00ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D600
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324959,False,ED006E0000000100C4000000E5D60000DABA8600000A00000045006C00ED006100730020004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D600
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x0032497C,False,20004A006F007300E90000000100C4000000E6D6000017BB86000007000000520065006E006E0069006500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C40000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003249A5,False,6500720000000100C4000000E7D60000D2BB8600000A0000004600720061006E006B0020004A006F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003249CC,False,6F007300E90000000100C4000000E8D6000020DF500000090000004700750061006C0062006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C40000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x003249EF,False,62006500720074006F0000000100C4000000E9D6000001E15000000700000052006F0064006F006C0066006F0000000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E00610072
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324A1C,False,00000100C4000000EAD60000D0BA8600000C0000004300E9007300610072002000520065006E00610074006F0000000100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C40000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324A4B,False,0100C4000000EBD6000026DF5000000D0000004A006F007300E90020004C0065006F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF500000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324A6C,False,6F006E006100720064006F0000000100C4000000ECD6000028DF500000060000004800650072006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324A91,False,72006E00E1006E0000000100C4000000EDD6000003E1500000080000004300650066006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA860000050000004300
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324AB2,False,66006500720069006E006F0000000100C4000000EED600002BDF50000006000000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324AD1,False,0000470065006F0072006700650000000100C4000000EFD6000004E1500000050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF50000007000000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324AF0,False,050000004800650064006500720000000100C4000000F0D60000CFBA8600000500000043006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF500000070000004A006F00620061006E006E00790000000100C4000000F3D600002FDF500000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324B13,False,43006800610065006C0000000100C4000000F1D60000ADBE8600000700000047006900610063006F006D006F0000000100C4000000F2D60000E3DF500000070000004A006F00620061006E006E00790000000100C4000000F3D600002FDF500000060000004800E900630074006F00720000000100C4000000F4D6000030DF5000000C00
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324B36,False,610063006F006D006F0000000100C4000000F2D60000E3DF500000070000004A006F00620061006E006E00790000000100C4000000F3D600002FDF500000060000004800E900630074006F00720000000100C4000000F4D6000030DF5000000C00000044006F006D0069006E0067006F0020004A006F007300E90000000100C4000000F5
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324B57,False,6F00620061006E006E00790000000100C4000000F3D600002FDF500000060000004800E900630074006F00720000000100C4000000F4D6000030DF5000000C00000044006F006D0069006E0067006F0020004A006F007300E90000000100C4000000F5D6000031DF5000000B0000004D006100720063006F00730020004A006F007300E9
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324B84,False,00000100C4000000F4D6000030DF5000000C00000044006F006D0069006E0067006F0020004A006F007300E90000000100C4000000F5D6000031DF5000000B0000004D006100720063006F00730020004A006F007300E90000000100C4000000F6D6000034DF5000000D0000004A006F00720067006500200045006E0072006900710075
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324BAF,False,E90000000100C4000000F5D6000031DF5000000B0000004D006100720063006F00730020004A006F007300E90000000100C4000000F6D6000034DF5000000D0000004A006F00720067006500200045006E007200690071007500650000000100C4000000F7D6000035DF5000000500000054006900720073006F0000000100C4000000F8
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324BDE,False,0100C4000000F6D6000034DF5000000D0000004A006F00720067006500200045006E007200690071007500650000000100C4000000F7D6000035DF5000000500000054006900720073006F0000000100C4000000F8D60000D0E0500000050000004900730061006100630000000100C4000000F9D6000037DF5000000700000057006900
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324BFD,False,45006E007200690071007500650000000100C4000000F7D6000035DF5000000500000054006900720073006F0000000100C4000000F8D60000D0E0500000050000004900730061006100630000000100C4000000F9D6000037DF50000007000000570069007300620065006C006C0000000100C4000000FAD6000038DF5000000C000000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324C1C,False,0500000054006900720073006F0000000100C4000000F8D60000D0E0500000050000004900730061006100630000000100C4000000F9D6000037DF50000007000000570069007300620065006C006C0000000100C4000000FAD6000038DF5000000C0000004A00750061006E00200045006E007200690071007500650000000100C40000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324C3F,False,4900730061006100630000000100C4000000F9D6000037DF50000007000000570069007300620065006C006C0000000100C4000000FAD6000038DF5000000C0000004A00750061006E00200045006E007200690071007500650000000100C4000000FBD600003ADF500000040000004F006D006100720000000100C4000000FCD6000007
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324C6C,False,00000100C4000000FAD6000038DF5000000C0000004A00750061006E00200045006E007200690071007500650000000100C4000000FBD600003ADF500000040000004F006D006100720000000100C4000000FCD6000007E15000000400000041006400E1006E0000000100C4000000FDD60000D4E05000000E0000004C00750069006700
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324C89,False,200045006E007200690071007500650000000100C4000000FBD600003ADF500000040000004F006D006100720000000100C4000000FCD6000007E15000000400000041006400E1006E0000000100C4000000FDD60000D4E05000000E0000004C0075006900670067006900200041006C0066007200650064006F0000000100C4000000FE
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324CA6,False,DF500000040000004F006D006100720000000100C4000000FCD6000007E15000000400000041006400E1006E0000000100C4000000FDD60000D4E05000000E0000004C0075006900670067006900200041006C0066007200650064006F0000000100C4000000FED60000E2DF50000006000000410072006E006F006C00640000000100C4
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324CD7,False,C4000000FDD60000D4E05000000E0000004C0075006900670067006900200041006C0066007200650064006F0000000100C4000000FED60000E2DF50000006000000410072006E006F006C00640000000100C4000000FFD600003FDF500000050000004F0073006E0065006C0000000100C400000000D7000040DF500000070000005200
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324CF8,False,6C0066007200650064006F0000000100C4000000FED60000E2DF50000006000000410072006E006F006C00640000000100C4000000FFD600003FDF500000050000004F0073006E0065006C0000000100C400000000D7000040DF5000000700000052006F006200650072007400680000000100C400000001D7000041DF5000000C000000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324D17,False,0000410072006E006F006C00640000000100C4000000FFD600003FDF500000050000004F0073006E0065006C0000000100C400000000D7000040DF5000000700000052006F006200650072007400680000000100C400000001D7000041DF5000000C0000004D006100720063006F007300200045006C00ED006100730000000100C40000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324D3A,False,4F0073006E0065006C0000000100C400000000D7000040DF5000000700000052006F006200650072007400680000000100C400000001D7000041DF5000000C0000004D006100720063006F007300200045006C00ED006100730000000100C400000002D70000D2DF5000000A0000004A006F007300E90020004E00610062006F00720000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324D67,False,00000100C400000001D7000041DF5000000C0000004D006100720063006F007300200045006C00ED006100730000000100C400000002D70000D2DF5000000A0000004A006F007300E90020004E00610062006F00720000000100C400000003D7000044DF5000000C0000004A0075006E0069006F00720020004C0065006E00ED006E0000
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324D90,False,6100730000000100C400000002D70000D2DF5000000A0000004A006F007300E90020004E00610062006F00720000000100C400000003D7000044DF5000000C0000004A0075006E0069006F00720020004C0065006E00ED006E0000000100C400000004D7000045DF5000000F0000004D0061006E00750065006C0020004200650072006E
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324DBD,False,00000100C400000003D7000044DF5000000C0000004A0075006E0069006F00720020004C0065006E00ED006E0000000100C400000004D7000045DF5000000F0000004D0061006E00750065006C0020004200650072006E006100720064006F0000000100C400000005D7000048DF500000050000004500640073006F006E0000000100C4
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324DF0,False,000004D7000045DF5000000F0000004D0061006E00750065006C0020004200650072006E006100720064006F0000000100C400000005D7000048DF500000050000004500640073006F006E0000000100C400000006D70000A3D80100000600000047006500720073006F006E0000000100C400000007D70000A5D8010000070000004500
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324E0F,False,650072006E006100720064006F0000000100C400000005D7000048DF500000050000004500640073006F006E0000000100C400000006D70000A3D80100000600000047006500720073006F006E0000000100C400000007D70000A5D80100000700000045006E00650072006D006900730000000100C400000008D7000008E15000000D00
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324E30,False,00004500640073006F006E0000000100C400000006D70000A3D80100000600000047006500720073006F006E0000000100C400000007D70000A5D80100000700000045006E00650072006D006900730000000100C400000008D7000008E15000000D0000004A006F00720067006500200041006C0062006500720074006F0000000100C4
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324E53,False,6500720073006F006E0000000100C400000007D70000A5D80100000700000045006E00650072006D006900730000000100C400000008D7000008E15000000D0000004A006F00720067006500200041006C0062006500720074006F0000000100C400000009D70000A8D8010000080000004C0065006F0070006F006C0064006F00000001
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324E82,False,0100C400000008D7000008E15000000D0000004A006F00720067006500200041006C0062006500720074006F0000000100C400000009D70000A8D8010000080000004C0065006F0070006F006C0064006F0000000100C40000000AD70000A9D80100000C0000004800E900630074006F00720020005000610062006C006F0000000100C4
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324EA7,False,6500720074006F0000000100C400000009D70000A8D8010000080000004C0065006F0070006F006C0064006F0000000100C40000000AD70000A9D80100000C0000004800E900630074006F00720020005000610062006C006F0000000100C40000000BD70000ABD80100000C0000004A006F007300E90020005200690063006100720064
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324ED4,False,00000100C40000000AD70000A9D80100000C0000004800E900630074006F00720020005000610062006C006F0000000100C40000000BD70000ABD80100000C0000004A006F007300E90020005200690063006100720064006F0000000100C40000000CD70000ACD80100000D0000004A006F007300E90020006400650020004A00650073
"Édson Araújo",308345,50176,319,48,INTERNAL_PERSON_ID,0x00324F01,False,00000100C40000000BD70000ABD80100000C0000004A006F007300E90020005200690063006100720064006F0000000100C40000000CD70000ACD80100000D0000004A006F007300E90020006400650020004A0065007300FA00730000000100C40000000DD70000AFD801000007000000520075006200650072007400680000000100C4
